organization_name,subdomain,default_time_zone,created_date,status
Melville Grocery Pte Ltd,melvillegrocery,Asia/Singapore,05/04/2023,Active
XIANG GANG JIE YI JI PTE. LTD.,158hkstreet,Asia/Singapore,04/04/2023,Active
REBANNC PTE. LTD. ,rebannc,Asia/Singapore,03/04/2023,Active
CLJR PTE. LTD.,cljr,Asia/Singapore,03/04/2023,Active
IBEX FOOD PTE LTD,ibexfood,Asia/Singapore,03/04/2023,Active
(Demo) yujie,yujie,Asia/Singapore,03/04/2023,Active
SWIFT BATTERY SPECIALIST,swift,Asia/Singapore,03/04/2023,Active
Sueno Cafe Pte Ltd,suenocafe,Asia/Singapore,30/03/2023,Active
CHEEKY GOURMET PTE. LTD.,cheekygourmet,Asia/Singapore,29/03/2023,Active
AMR (S) ENTERPRISE PTE LTD,amrsenterprise,Asia/Singapore,28/03/2023,Active
Ikura West Pte Ltd,ikurawest,Asia/Singapore,27/03/2023,Active
FAT TOYS CORNER,fattoyscorner,Asia/Singapore,27/03/2023,Active
BILIMBI PTE LTD,bilimbi,Asia/Singapore,27/03/2023,Active
PAWDY HOUSE,pawdyhouse,Asia/Singapore,24/03/2023,Active
AMMANI RESTAURANT PTE. LTD.,ammani,Asia/Singapore,23/03/2023,Active
SEA CUISINE PTE LTD,seacuisine,Asia/Singapore,22/03/2023,Active
ENFRI PRIVATE LIMITED,kawasemi,Asia/Singapore,20/03/2023,Active
ACHIEVERS ARTS PTE. LTD.,achieversarts,Asia/Singapore,20/03/2023,Active
PURPLEBONE PTE LTD,purplebone,Asia/Singapore,20/03/2023,Active
COOL MARKET PLACE,cool,Asia/Singapore,20/03/2023,Active
HOE GUAN MINIMART,hoeguanminimart,Asia/Singapore,20/03/2023,Active
THE PROJECT CRITTERS PTE LTD,fourpaws,Asia/Singapore,17/03/2023,Active
M.R PASIR RIS MINIMART,mrpasirrisminimart,Asia/Singapore,15/03/2023,Active
U-ONE RETAIL (S) PTE. LTD.,uoneretail,Asia/Singapore,15/03/2023,Active
SPICE @ SPICES,spice,Asia/Singapore,13/03/2023,Active
VMCS PTE LTD,vmcs,Asia/Singapore,13/03/2023,Active
JERGA PTE LTD,jergadetails,Asia/Singapore,10/03/2023,Active
RICHWEALTH MARKETING PTE. LTD.,richwealth,Asia/Singapore,10/03/2023,Active
BAKE ANTHEM,bakeanthem,Asia/Singapore,10/03/2023,Active
ESTIQ COFFEE PTE LTD,estiqcoffee,Asia/Singapore,09/03/2023,Active
turtle chinatown,turtlechinatown,Asia/Singapore,08/03/2023,Active
Rejoice Wellness Clinic Pte. Ltd.,rejoice,Asia/Singapore,07/03/2023,Active
TURTLE+ PTE LTD,turtleplus,Asia/Singapore,06/03/2023,Active
EMBELLISH LAB,embellish,Asia/Singapore,06/03/2023,Active
ELMAYA TRADING PTE LTD,elmayatrading,Asia/Singapore,06/03/2023,Active
CHOPJM PRIVATE LIMITED,chopjm,Asia/Singapore,04/03/2023,Active
KATBA IMPEX PTE. LTD.,katbamart,Asia/Singapore,02/03/2023,Active
LEE HARDWARE AND BUILDING MATERIALS PTE. LIMITED,leehardwaretrading,Asia/Singapore,02/03/2023,Active
Greenberry Minimart Pte Ltd,greenberry,Asia/Singapore,02/03/2023,Active
IEC LIGHTING PTE LTD(simslighting),iecwareshouse,Asia/Singapore,02/03/2023,Active
ENFRI PTE. LTD.,enfri,Asia/Singapore,02/03/2023,Active
XIAO MAN GRAINFULL (PTE.) LTD.,xiaoman,Asia/Singapore,01/03/2023,Active
JUNGHEE PTE LTD,junghee,Asia/Singapore,01/03/2023,Active
THE BAKERY & CAFE PTE. LTD.,creativebakery,Asia/Singapore,24/02/2023,Active
BEST OF YOU,bestofyou,Asia/Singapore,24/02/2023,Active
H & S BEAUTY INTERNATIONAL PTE. LTD.,hns,Asia/Singapore,24/02/2023,Active
SHINSETSU PTE. LTD.,shinsetsu,Asia/Singapore,24/02/2023,Active
359 WM PTE LTD,359wm,Asia/Singapore,22/02/2023,Active
TRADEOFF PTE. LTD.,tradeoff,Asia/Singapore,20/02/2023,Active
JOY LUCK GROCER,joyluckgrocer,Asia/Singapore,17/02/2023,Active
KDAYS PTE LTD,thingsiluv,Asia/Singapore,17/02/2023,Active
SIMS RETAIL HOLDINGS PTE. LTD.,simslighting,Asia/Singapore,16/02/2023,Active
DAPPER DOGS PTE. LTD.,dapperdogs,Asia/Singapore,16/02/2023,Active
YAN'S CAFE,yanscafe,Asia/Singapore,13/02/2023,Active
GOOD PHARMA DERMATOLOGY,suubalm,Asia/Singapore,10/02/2023,Active
EXCELPRINT SOLUTIONS PTE. LTD.,excelprint,Asia/Singapore,10/02/2023,Active
TRANSGLOBE INTERIOR PTE LTD,transglobe,Asia/Singapore,10/02/2023,Active
Glamor Hair Extension Pte Ltd,glamor,Asia/Singapore,08/02/2023,Active
3 STORIES PTE LTD,3stories,Asia/Singapore,08/02/2023,Active
SMHCRAFT (PTE.) LTD.,smhcrafts,Asia/Singapore,07/02/2023,Active
FUSHUN CANVAS PTE. LTD.,fushuncanvas,Asia/Singapore,02/02/2023,Active
WILDLIFE & VETERINARY PRODUCTS PTE LTD,wildlifeveterinaryproducts,Asia/Singapore,30/01/2023,Active
THE EASTERN (497) PTE. LTD.,theeastern,Asia/Singapore,30/01/2023,Active
LECAINE PTE LTD,lecainegems,Asia/Singapore,25/01/2023,Active
GASTRONOMIC KITCHEN,pastaloft,Asia/Singapore,25/01/2023,Active
CHOKDEE GROUP,chokdeegroup,Asia/Singapore,25/01/2023,Active
NORTHERN (7) TRADING PTE LTD,northern7pub,Asia/Singapore,20/01/2023,Active
WE ARE ABV PTE LTD,abv,Asia/Singapore,20/01/2023,Active
LONG PHUNG ,longphungnewbridge,Asia/Singapore,18/01/2023,Active
CARATS & LOVE PTE LTD,carats,Asia/Singapore,17/01/2023,Active
YISIN PTE. LTD.,yisin,Asia/Singapore,12/01/2023,Active
SAIGON SIGNATURES PTE. LTD.,saigonsignatures,Asia/Singapore,12/01/2023,Active
GC COLLECTIVE PTE. LTD.,gccollective,Asia/Singapore,10/01/2023,Active
Gift.ed by Turtle (DANZYL PTE. LTD.),danzyl,Asia/Singapore,10/01/2023,Active
SUNRISE MINIMART PTE LTD,sunrise,Asia/Singapore,09/01/2023,Active
IGNITE CAPITAL PTE LTD,gumgangwon,Asia/Singapore,06/01/2023,Active
INNERSENSE YOGA BLISS PTE LTD,yogabliss,Asia/Singapore,04/01/2023,Active
ALCOHOL CARTEL PRIVATE LIMITED,alcoholcartel,Asia/Singapore,04/01/2023,Active
COFFEE KING,coffeeking,Asia/Singapore,04/01/2023,Active
FOODSAVVYEMPIRE PTE LTD,spacebox,Asia/Singapore,28/12/2022,Active
ANANDHAS PTE LTD,aanandas,Asia/Singapore,27/12/2022,Active
GSM SPORTS SG PTE LTD,gsmsports,Asia/Singapore,27/12/2022,Active
FRESHPICK SUPERMARKET,freshpick814,Asia/Singapore,27/12/2022,Active
THAMEEGYI MINI MART,thameegyi,Asia/Singapore,23/12/2022,Active
EPOS Pte Ltd (demo),EPOSPay,Asia/Singapore,22/12/2022,Active
BAZAAR 407 PTE LTD,sonnamera,Asia/Singapore,21/12/2022,Active
ASHI WELLNESS,ashiwellness,Asia/Singapore,21/12/2022,Active
CURBSIDE CRAFTERS PTE. LTD.,curbside,Asia/Singapore,20/12/2022,Active
JDG HUB,jdghub,Asia/Singapore,20/12/2022,Active
HOMELY HOMEY PTE LTD,stars,Asia/Singapore,19/12/2022,Active
 KANG YU CHINESE MEDICAL HALL (CLEMENTI),kangyuclementi,Asia/Singapore,19/12/2022,Active
(Demo) Jek Ren,jekren,Asia/Singapore,16/12/2022,Active
DIY ESSENTIALS,diyessentials,Asia/Singapore,16/12/2022,Active
LI ZHI LAI JIE JIA PTE. LTD.,lizhilaijiejia,Asia/Singapore,16/12/2022,Active
QUEEN F&B CLUB PTE. LTD.,skybarentertainment,Asia/Singapore,15/12/2022,Active
Sivasanta Group Pte Ltd,sivasanta,Asia/Singapore,14/12/2022,Active
TAG ESPRESSO PRIVATE LIMITED,tagraffles,Asia/Singapore,12/12/2022,Active
FOODSAVVYEMPIRE PTE LTD,foodsavvyempire,Asia/Singapore,12/12/2022,Active
ONLYPAWS,onlypaws,Asia/Singapore,12/12/2022,Active
Stage Hair Studio Pte Ltd,stagehairstudio,Asia/Singapore,12/12/2022,Active
H&ZZ,kechuan,Asia/Singapore,12/12/2022,Active
ADIPOLI CURRY POT,adipolicurrypot,Asia/Singapore,09/12/2022,Active
SNEAKSURF LIMITED LIABILITY PARTNERSHIP,sneaksurf,Asia/Singapore,07/12/2022,Active
BLISS GARDEN RESTAURANT PTE LTD,blissgardenrestaurant,Asia/Singapore,07/12/2022,Active
THOMSON LIGHTING PTE LTD,thomsonlighting,Asia/Singapore,07/12/2022,Active
MCJ MART PTE LTD,mcjmartcck,Asia/Singapore,06/12/2022,Active
S & S PET SHOP,snspetshop,Asia/Singapore,06/12/2022,Active
THONG HUP GARDENS PTE LTD,thonghup,Asia/Singapore,29/11/2022,Active
ATTITUDE PERFORMING ARTS STUDIO PTE LTD,fringecafe,Asia/Singapore,29/11/2022,Active
MEDPROSG NURSING SUPPLIES,medpro,Asia/Singapore,25/11/2022,Active
MOON ROOFTOP BAR AND LOUNGE PTE.LTD.,moonrooftop,Asia/Singapore,25/11/2022,Active
APPETIZER PTE LTD,appetizer,Asia/Singapore,24/11/2022,Active
TRASTERN BAKE COMPANY PTE. LTD.,oasiscafe,Asia/Singapore,24/11/2022,Active
(Demo) shopifytest,shopifytest,Asia/Singapore,22/11/2022,Active
HI-TECH DRYCLEANING AND SERVICES,hitechdrycleaningandservice,Asia/Singapore,21/11/2022,Active
SJBH PTE. LTD.,sjbh,Asia/Singapore,18/11/2022,Active
Norah Store,norahstore,Asia/Singapore,17/11/2022,Active
Online Buzz,onlinebuzz,Asia/Singapore,15/11/2022,Active
Convenience Plus One,convenienceplusone,Asia/Singapore,15/11/2022,Active
888 MINIMART (KING ALBERT),888kingalbert,Asia/Singapore,11/11/2022,Active
Doner Kebab Turkish Pte Ltd ,donerkebabturkish,Asia/Singapore,09/11/2022,Active
LIQUOR CROWN PTE. LTD.,liquorcrown,Asia/Singapore,09/11/2022,Active
PIACERE FOOD PRIVATE LIMITED,gigigastrobar,Asia/Singapore,08/11/2022,Active
LHH CONSTRUCTION & HARDWARE PTE. LTD.,lhhardware,Asia/Singapore,04/11/2022,Active
LHH CONSTRUCTION & HARDWARE PTE. LTD.,lhconstruction,Asia/Singapore,04/11/2022,Active
WING FUAT PTE. LTD.,wingfuat,Asia/Singapore,04/11/2022,Active
DZDA PTE LTD,prism,Asia/Singapore,03/11/2022,Active
HOMELY HOMEY PTE. LTD.,springbloom,Asia/Singapore,02/11/2022,Active
LIONSHIELD SELECT PTE LTD,lionshieldselect,Asia/Singapore,02/11/2022,Active
HOMELY HOMEY PTE. LTD.,simon,Asia/Singapore,01/11/2022,Active
SURREY HILLS HOLDINGS (PRIVATE LIMITED),surreyhillsion,Asia/Singapore,21/10/2022,Active
MWO HARDWARE,mwohardware,Asia/Singapore,21/10/2022,Active
TEA CHAPTER TRADING PTE LTD,teachapterretail,Asia/Singapore,21/10/2022,Active
HUP KIM,hupkim,Asia/Singapore,21/10/2022,Active
HERITAGE STRINGS PRIVATE LIMITED,heritagestrings,Asia/Singapore,20/10/2022,Active
TWINKLING TALENT PTE.LTD.,twinklingtalent,Asia/Singapore,18/10/2022,Active
Mixes from Mars Pte. Ltd.,hopscotch,Asia/Singapore,17/10/2022,Active
AHTTI PTE. LTD.,ahtti,Asia/Singapore,12/10/2022,Active
SYMBOL TELELINK DEVELOPMENT PTE. LTD.,symboltelelinkdevelopment,Asia/Singapore,05/10/2022,Active
MUTHU CHANDA TRADING PTE. LTD.,santhistore,Asia/Singapore,05/10/2022,Active
THE MEATERY,themeatery,Asia/Singapore,04/10/2022,Active
(Demo) chloe,chloe,Asia/Singapore,04/10/2022,Active
HINDOO TRADING,hindoo,Asia/Singapore,03/10/2022,Active
THE PRIVATE CIRCLE PTE LTD,theprivatecircle,Asia/Singapore,03/10/2022,Active
PET'S GALAXY PTE.LTD,petsgalaxy,Asia/Singapore,30/09/2022,Active
DIG INN PTE LTD,doctorwang,Asia/Singapore,28/09/2022,Active
More Bamboozle,bambooz,Asia/Singapore,27/09/2022,Active
Multiple Bamboozle,Multi,Asia/Singapore,27/09/2022,Active
EAST POINT CONNECTION PTE LTD,teatime,Asia/Singapore,26/09/2022,Active
Big Paws Small Paws Pte Ltd,paws,Asia/Singapore,24/09/2022,Active
AIMO HAUTE JEWELRY PTE. LTD.,aimo,Asia/Singapore,17/09/2022,Active
HEZOM XPRESS ,hezomexpress,Asia/Singapore,16/09/2022,Active
Kelvin (demo),Kelvin,Asia/Singapore,14/09/2022,Active
TEA CHAPTER TRADING PTE LTD,teachapter,Asia/Singapore,08/09/2022,Active
ICHIYA TRADING PTE. LTD.,ichiya,Asia/Singapore,02/09/2022,Active
EUREKA SNACKS SG PTE LTD,eureka,Asia/Singapore,01/09/2022,Active
GUSTO ENTERPRISE,gustoenterprise,Asia/Singapore,01/09/2022,Active
SHA SHA BEAUTY AND BRIDAL SERVICES,shasha,Asia/Singapore,30/08/2022,Active
A-Plus F&B PTE. LTD.,icgchicken,Asia/Singapore,29/08/2022,Active
COVER PROJECTS (BALESTIER ROAD) PTE LTD,coverprojectsbalestier,Asia/Singapore,26/08/2022,Active
GOURMET STREET PTE LTD,gourmetstreet,Asia/Singapore,26/08/2022,Active
RAYAAN COUTURE,rayaancouture,Asia/Singapore,23/08/2022,Active
IGGY'S PTE. LTD.,iggys,Asia/Singapore,22/08/2022,Active
TUBEROSE KTV & NITECLUB PTE LTD,tuberosektv,Asia/Singapore,22/08/2022,Active
GEE HOE SENG PTE LTD,geehoeseng,Asia/Singapore,19/08/2022,Active
I LOVE THAI MART,ilovetm,Asia/Singapore,17/08/2022,Active
SILVERSKY PTE. LTD.,silversky,Asia/Singapore,17/08/2022,Active
SRI ANGALA AMMAN TRADING,sriangalaammantrading,Asia/Singapore,15/08/2022,Active
MOFUNLAND (MARINA SQUARE) PTE LTD,mofunland,Asia/Singapore,08/08/2022,Active
PARADISE GIFT MARKETING PTE LTD,paradisegift,Asia/Singapore,08/08/2022,Active
PEARL FALCO ISE SHIMA JAPAN PTE LTD,pearlfalco,Asia/Singapore,03/08/2022,Active
SIMPLY GROCERIES PTE LTD,simplygroceries,Asia/Singapore,03/08/2022,Active
(Demo) fnb,fnb,Asia/Singapore,02/08/2022,Active
8 POINT FOOD SERVICES PTE.LTD.,8pointfoodservices,Asia/Singapore,01/08/2022,Active
ECO FRESS,ecofress,Asia/Singapore,29/07/2022,Active
S.K.C EVENTS & DISTRIBUTION,skc,Asia/Singapore,29/07/2022,Active
BENG GUAN MINI MART,bengguan,Asia/Singapore,29/07/2022,Active
YEONG LEE HOLDINGS PTE. LTD.,thaipan,Asia/Singapore,21/07/2022,Active
MANICURIOUS PTE LTD,manicurious,Asia/Singapore,20/07/2022,Active
CASCO EDUCATIONAL SUPPLY PTE. LTD.,casco,Asia/Singapore,19/07/2022,Active
LASHPRO BYT PTE LTD,lashprollp,Asia/Singapore,14/07/2022,Active
QURNIA TRADERS,qurniatraders,Asia/Singapore,13/07/2022,Active
Signature Mart,signaturemart,Asia/Singapore,13/07/2022,Active
STRAITS BAKERY PTE. LTD.,straitsbakery,Asia/Singapore,13/07/2022,Active
ARTIFACTT PTE. LTD.,artifactt,Asia/Singapore,12/07/2022,Active
Turtle HQ,turtlehq,Asia/Singapore,07/07/2022,Active
MAXWELL CHAMBERS PTE LTD,maxwellchambers,Asia/Singapore,07/07/2022,Active
GHIM HUAT SPORTS ENTERPRISE,ghimhuatsports,Asia/Singapore,07/07/2022,Active
CRIMSONLOGIC PTE LTD,crimsonlogic,Asia/Singapore,06/07/2022,Active
KTM 11 SUPERMART,ktmsupermart,Asia/Singapore,06/07/2022,Active
AFTER ME PATISSERIE,aftermepatisserie,Asia/Singapore,06/07/2022,Active
Growing Up Supplies Pte Ltd,growingupsupplies,Asia/Singapore,04/07/2022,Active
PLAY NATION PTE. LTD. ,playnation,Asia/Singapore,23/06/2022,Active
SM BUTCHERY PTE LTD,smbutchery,Asia/Singapore,22/06/2022,Active
HAPPY PANCAKES PTE LTD,happypancakes,Asia/Singapore,22/06/2022,Active
STAGEEQUIP PTE LTD,stageequip,Asia/Singapore,22/06/2022,Active
SHOP W SMILE PTE. LTD.,shopwsmile,Asia/Singapore,21/06/2022,Active
LEMON ENTERTAINMENT PTE LTD ,lemonstand,Asia/Singapore,21/06/2022,Active
TQ LEARNING STATION PTE. LTD.,tqlearningstation,Asia/Singapore,17/06/2022,Active
DS PHARMA SERVICES PTE. LTD.,selvammart,Asia/Singapore,15/06/2022,Active
BEE CHUN HENG RETAIL PTE LTD,beechunheng,Asia/Singapore,15/06/2022,Active
KTM 11 ONE-STOP PTE LTD.,ktm11,Asia/Singapore,15/06/2022,Active
(Demo) SIANG PTE LTD,siang,Asia/Singapore,10/06/2022,Active
SING LONG FOODSTUFF TRADING CO PTE LTD,shinekorea,Asia/Singapore,08/06/2022,Active
TEMPUS ONE PTE LTD,opvs2,Asia/Singapore,02/06/2022,Active
BAO DIAN,tnfc,Asia/Singapore,02/06/2022,Active
IZUMI JAPANESE FISH MARKET,izumijapanesefishmarket,Asia/Singapore,01/06/2022,Active
PEARLY LUSTRE,pearlylustre,Asia/Singapore,01/06/2022,Active
LITTLE MONSTER WHEELS LLP,littlemonsterwheels,Asia/Singapore,25/05/2022,Active
LOLLABABY PTE LTD,lollababy,Asia/Singapore,23/05/2022,Active
PIBATI PTE LIMITED,pibati,Asia/Singapore,20/05/2022,Active
DEVI STORE,devistore,Asia/Singapore,19/05/2022,Active
CRUST GOURMET PIZZA (UT) PTE LTD,twowhiskybottles,Asia/Singapore,17/05/2022,Active
TRIVERGE ENTERTAINMENT PTE. LTD.,lostsg,Asia/Singapore,13/05/2022,Active
HALIJAH TRAVELS PTE LTD,halijahtravels,Asia/Singapore,13/05/2022,Active
ST ANDREW’S AUTISM SCHOOL,colourscefeteria,Asia/Singapore,11/05/2022,Active
MEOW MEOW MART,meowmeowmart,Asia/Singapore,10/05/2022,Active
ROYAL PETS PARADISE LLP,royalpetsparadise,Asia/Singapore,09/05/2022,Active
5C MANAGEMENT SERVICES PTE. LTD.,5cultramart,Asia/Singapore,05/05/2022,Active
AILENG CAKE SHOP,ailengcakeshop,Asia/Singapore,04/05/2022,Active
FIELDSEAS PTE LTD,fieldseas,Asia/Singapore,29/04/2022,Active
HAJEE KIOSK,hajeekiosk,Asia/Singapore,22/04/2022,Active
HJ TRADING & DISTRIBUTION,hideout,Asia/Singapore,22/04/2022,Active
HOMIE PTE LTD,homie,Asia/Singapore,20/04/2022,Active
LELE MINIMART,leleminimart,Asia/Singapore,20/04/2022,Active
FRESHLY PICKED PTE LTD,freshlypicked,Asia/Singapore,20/04/2022,Active
ONE LAST HOPE PTE LTD,mydigitallock,Asia/Singapore,14/04/2022,Active
WMA (WISE MEN ALLIANCE) PTE LTD,wma,Asia/Singapore,13/04/2022,Active
CURRY HERBS SPICES OF 453A,spices453,Asia/Singapore,13/04/2022,Active
178 WANG TRADING,178wangtrading,Asia/Singapore,12/04/2022,Active
ATC PAINTING & TRADING PTE LTD,atcpainting,Asia/Singapore,12/04/2022,Active
ICHIGAWA TORA HACHI,tora,Asia/Singapore,11/04/2022,Active
BCC COMPANY PTE LTD,bcccompany,Asia/Singapore,11/04/2022,Active
TEN DOLLAR SHOP GROUP,tendollarshopgroup,Asia/Singapore,11/04/2022,Active
TRIPLE D MINILAB CENTRE,tripled,Asia/Singapore,07/04/2022,Active
TRIPLE 13 FOOD PARADISE PRIVATE LIMITED,triple13,Asia/Singapore,06/04/2022,Active
MELVILLE GROCERY PTE LTD,melville,Asia/Singapore,04/04/2022,Active
SAVORY RESTAURANT PTE LTD,savory,Asia/Singapore,04/04/2022,Active
TOMAS MUSIC CENTRE,tomasmusic,Asia/Singapore,03/04/2022,Active
RES PARADISE,resparadise,Asia/Singapore,01/04/2022,Active
THE GOOD LADS PTE LTD,thegoodlads,Asia/Singapore,01/04/2022,Active
MADPETZ AQUATIC STUDIO LLP,madpetz,Asia/Singapore,31/03/2022,Active
JOO HUAT TRADING,joohuattrading,Asia/Singapore,31/03/2022,Active
SSJ GLOBAL PTE LTD,ssjglobal,Asia/Singapore,31/03/2022,Active
ECOM B2C PTE LTD,ecomb2c,Asia/Singapore,29/03/2022,Active
MTIA PTE LTD,mtia,Asia/Singapore,29/03/2022,Active
GOLFWAV PTE LTD,golfwav,Asia/Singapore,29/03/2022,Active
KABAYAN FILIPINO RESTAURANT PTE LTD,kabayan,Asia/Singapore,24/03/2022,Active
KS PETS HUB,ksph,Asia/Singapore,17/03/2022,Active
123 SALES TEKKA PTE LTD,123sales,Asia/Singapore,15/03/2022,Active
D'RUBINAH EATING PLACE PTE LTD,drubinah461,Asia/Singapore,14/03/2022,Active
WATCH CLUB PTE LTD,watchclub,Asia/Singapore,13/03/2022,Active
HQ MART,hqmart,Asia/Singapore,13/03/2022,Active
RAYLITE OPTICAL & EYE CARE PTE LTD,rayliteoptical,Asia/Singapore,10/03/2022,Active
13 MILES,13miles,Asia/Singapore,10/03/2022,Active
DARKNESS,darkness,Asia/Singapore,10/03/2022,Active
BLEST VENTURA PTE LTD,llora,Asia/Singapore,08/03/2022,Active
GADGET SURELUTION X PTE LTD,gsx,Asia/Singapore,07/03/2022,Active
GAMES ANIMATION COLLECTIBLES PTE LTD,thecollectorbase,Asia/Singapore,05/03/2022,Active
(Demo) VA Pentest Report,jek,Etc/GMT+12,03/03/2022,Active
TANESEI TRADING PTE LTD,jmart,Asia/Singapore,27/02/2022,Active
TRADEIT.COM PTE LTD / S M SPRAY PAINTING PTE LTD,smgroup,Asia/Singapore,25/02/2022,Active
SNT HOLDING PTE. LTD.,sntholding,Asia/Singapore,25/02/2022,Active
JARS VENTURES PRIVATE LIMITED,jarsventures,Asia/Singapore,25/02/2022,Active
YIGO MART,yigomart720,Asia/Singapore,24/02/2022,Active
BB CAFE PTE LTD,bbcafe,Asia/Singapore,24/02/2022,Active
(Demo) GLENN WEE,glenn,Asia/Singapore,23/02/2022,Active
WOLFGANG MUSIC PTE LTD,wolfgangviolin,Asia/Singapore,22/02/2022,Active
JUNE'S BREATHE CAFE,june,Asia/Singapore,17/02/2022,Active
REDDOT BREWHOUSE PTE LTD,reddotbrewhouse,Asia/Singapore,16/02/2022,Active
TOH AQUARIUM PTE LTD,tohaquarium,Asia/Singapore,14/02/2022,Active
CIAO AMO PTE LTD,gelatiamo,Asia/Singapore,11/02/2022,Active
ROYAL CATERING SERVICES PTE LTD,royal,Asia/Singapore,11/02/2022,Active
CCAST PTE LTD,ccast,Asia/Singapore,08/02/2022,Active
EELAT PTE LTD,eelat,Asia/Singapore,07/02/2022,Active
SYC POWERSPORTS PTE LTD,sycpowersports,Asia/Singapore,04/02/2022,Active
SIX1TWO PRIVATE LIMITED,six1two,Asia/Singapore,03/02/2022,Active
(inactive) 85 COFFEE SHOP PTE LTD,85coffeeshop,Asia/Singapore,31/01/2022,Active
REJUVENATE CONCEPT PTE LTD,rejuvenateconcept,Asia/Singapore,31/01/2022,Active
MLS LABS PTE. LTD.,makinglifestylesolutions,Asia/Singapore,27/01/2022,Active
PENTAGON GROUP PTE LTD,lukers,Asia/Singapore,21/01/2022,Active
PALATE ADDICTION PTE LTD,palateaddiction,Asia/Singapore,21/01/2022,Active
R&D MART,rdmart,Asia/Singapore,17/01/2022,Active
TAM CHIAK & TAM LIM PTE LTD,tctl,Asia/Singapore,14/01/2022,Active
VEEVA BEAUTY LLP,veevabeauty,Asia/Singapore,12/01/2022,Active
BEE HUAT FOOD PTE LTD,meifa,Asia/Singapore,12/01/2022,Active
JD ACOUSTIC PTE LTD,jda,Asia/Singapore,05/01/2022,Active
RITZ HUTCHISON PTE LTD,ritzhutchison,Asia/Singapore,28/12/2021,Active
1SIXTY8 PTE LTD,1sixty8,Asia/Singapore,24/12/2021,Active
THIRTY8 CONCEPTS PTE LTD,fsb,Asia/Singapore,23/12/2021,Active
HERITAGE FRESH PTE LTD,heritagefresh,Asia/Singapore,22/12/2021,Active
AHTTI PTE LTD,ahttikorea,Asia/Singapore,22/12/2021,Active
P2O MOBILE ACCESSORIES,p2o,Asia/Singapore,22/12/2021,Active
HAY DAIRIES PTE LTD,haydairies,Asia/Singapore,22/12/2021,Active
HAW PAR VILLA PTE LTD,hawpar,Asia/Singapore,21/12/2021,Active
FRESHPICK SUPERMARKET,freshpick,Asia/Singapore,21/12/2021,Active
CYCLEWORX PTE. LTD.,cycleworx,Asia/Singapore,20/12/2021,Active
ANCHORVALE MINIMART (303),umartavm303,Asia/Singapore,20/12/2021,Active
EVENTS & CATERING RECIPES,ecrecipes,Asia/Singapore,16/12/2021,Active
SURREY HILLS HOLDINGS (PRIVATE LIMITED),surreyhills,Asia/Singapore,14/12/2021,Active
(Demo) Nicholas,nic,Asia/Singapore,13/12/2021,Active
ONLINE SINGAPORE,onlinesingapore,Asia/Singapore,10/12/2021,Active
FULL HOUSE BUILDING CONSTRUCTION PTE LTD,fullhse,Asia/Singapore,09/12/2021,Active
URBANRX COMPOUNDING PHARMACY PTE LTD,thepharmacyinc,Asia/Singapore,08/12/2021,Active
SOD CHEF LLP,sodchef,Asia/Singapore,07/12/2021,Active
JK FOOT EAST PTE LTD,jkfootreflexspbedok,Asia/Singapore,06/12/2021,Active
EZGOMART,ezgomart,Asia/Singapore,03/12/2021,Active
BEST GROCERMART PTE LTD,umartgrocer,Asia/Singapore,03/12/2021,Active
KX GEOMANCY PTE LTD,kxgeomancy,Asia/Singapore,02/12/2021,Active
TRAM ANH PTE LTD,tramanh,Asia/Singapore,02/12/2021,Active
W&E TRADING SERVICES,aplus,Asia/Singapore,30/11/2021,Active
SRI PERIYAKARUPPAN TRADING PTE LTD,pkc,Asia/Singapore,29/11/2021,Active
V-TEC ASIA AUTOMOTIVE PTE. LTD.,vtecasia,Asia/Singapore,29/11/2021,Active
CLARET PTE LTD,claret,Asia/Singapore,29/11/2021,Active
WONDERLAND,wonderland,Asia/Singapore,29/11/2021,Active
PRIME BUTCHERY PTE LTD,pbs,Asia/Singapore,26/11/2021,Active
AK47 BAR & BISTRO PTE LTD,ak47barbistro,Asia/Singapore,22/11/2021,Active
CHEK HONG LEATHER CO. PTE LTD,sancho,Asia/Singapore,22/11/2021,Active
HONLY COMPANY (PTE) LTD,honly,Asia/Singapore,19/11/2021,Active
CITRUSOX PTE LTD,citrusox,Asia/Singapore,17/11/2021,Active
FUHUI BOOKS AND CAFE PTE LTD (Former buddhist tzu chi),tzuchimeritfhbcf,Asia/Singapore,16/11/2021,Active
BESPOKE HAIR STUDIO PRIVATE LIMITED,bespokehairstudio,Asia/Singapore,15/11/2021,Active
TOYI TRADING AND CONSTRUCTION PTE LTD,toyi,Asia/Singapore,15/11/2021,Active
SPORTS MOTOR PTE LTD,sportsmotor,Asia/Singapore,11/11/2021,Active
SL FOODS PTE LTD,slfoods,Asia/Singapore,11/11/2021,Active
NEW MERCHANTS PTE LTD,newmerchants,Asia/Singapore,10/11/2021,Active
STAR PHO LE PTE LTD,starphole,Asia/Singapore,10/11/2021,Active
KATONG CATHOLIC BOOK CENTRE PTE LTD,katongcatholic,Asia/Singapore,09/11/2021,Active
AZEL & JANE SALON,azeljane,Asia/Singapore,09/11/2021,Active
REFRESHMENTS LLP,refreshmentsllp,Asia/Singapore,05/11/2021,Active
AIRPLANE MODELS @ SG,airplanemodelsg,Asia/Singapore,04/11/2021,Active
